member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
1291111,12000,12000,12000.0,36,14.65,413.94,C,C3,Carefusion,6,RENT,54400.0,Verified,2011-12-01,0,debt_consolidation,Debt Consolidation Loan,983xx,WA,13.81,1998-11-01,1,84.0,14,13239,60.2,33,11043.04,11043.04,8359.5,2683.54,0.0,0.0,2014-04-01,480.6,2016-01-01
1295369,7000,7000,7000.0,36,11.71,231.54,B,B3,IBM,7,MORTGAGE,72800.0,Verified,2011-12-01,1,credit_card,CC Consolidation,207xx,MD,24.64,2000-07-01,0,84.0,12,7299,84.1,33,8334.521695,8334.52,7000.0,1334.52,0.0,0.0,2015-01-01,233.37,2015-01-01
1295329,8000,8000,8000.0,60,20.3,213.29,E,E5,DOW Networks,1,RENT,42500.0,Source Verified,2011-12-01,0,debt_consolidation,Consolidation Loan,300xx,GA,14.23,2004-03-01,1,84.0,10,9870,95.0,24,8505.34,8505.34,2173.49,3335.6,2996.25,509.3625,2014-06-01,200.0,2016-01-01
1271501,13000,13000,13000.0,60,23.52,370.38,G,G3,Garren New York ,10,RENT,61000.0,Source Verified,2011-12-01,1,debt_consolidation,Creating More Space,100xx,NY,11.65,1997-03-01,1,84.0,10,18427,92.1,14,17752.76,17752.76,9064.08,8688.68,0.0,0.0,2015-12-01,370.38,2016-01-01
1295322,13000,13000,13000.0,36,16.29,458.91,D,D1,TR furniture,10,RENT,28000.0,Source Verified,2011-12-01,0,debt_consolidation,Debt Consolidation,285xx,NC,12.9,2001-10-01,1,84.0,4,6901,93.3,8,8768.3,8768.3,5318.23,3008.91,441.16,4.411600005,2013-10-01,320.84,2013-11-01
1295039,20000,20000,19975.0,60,21.28,544.23,F,F2,Oppenheimer & Co Inc,2,OWN,120000.0,Verified,2011-12-01,1,debt_consolidation,My CC consolidation loan,551xx,MN,16.72,1998-11-01,2,84.0,12,23789,75.5,43,24940.65,24909.47,20000.0,4940.65,0.0,0.0,2013-03-01,17328.61,2016-01-01
1295353,18000,18000,18000.0,36,13.49,610.75,C,C1,Pulte Homes,8,MORTGAGE,96000.0,Verified,2011-12-01,1,debt_consolidation,Consolidation Loan,067xx,CT,16.4,1987-05-01,0,70.0,16,14828,46.6,37,21978.39591,21978.4,18000.0,3978.4,0.0,0.0,2014-12-01,636.15,2014-12-01
1295340,10000,10000,10000.0,36,16.29,353.01,D,D1,volt,3,RENT,83200.0,Source Verified,2011-12-01,1,credit_card,refi,982xx,WA,17.03,2005-07-01,1,84.0,8,12603,92.0,15,11713.05,11713.05,10000.0,1713.05,0.0,0.0,2013-05-01,54.68,2016-01-01
1295022,22250,22250,22200.0,60,15.27,532.49,C,C4,"Southwest Pumps and Filters, Inc.",8,RENT,45000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,658xx,MO,23.07,1999-10-01,1,84.0,9,15695,77.7,23,24929.55,24873.54,22250.0,2679.55,0.0,0.0,2012-10-01,20146.17,2016-01-01
1295344,24000,24000,23975.0,60,17.58,603.98,D,D4,Department of Defense,5,RENT,68809.0,Verified,2011-12-01,0,debt_consolidation,Consolidation,325xx,FL,21.29,2005-06-01,1,84.0,10,3343,25.3,20,4401.18,4396.65,1567.87,2049.17,784.14,8.02,2012-06-01,603.98,2012-11-01
1295018,11200,11200,11200.0,36,12.42,374.26,B,B4,myrvpartsplace.com,3,RENT,75000.0,Not Verified,2011-12-01,0,car,Car,925xx,CA,22.88,1996-12-01,0,84.0,8,25673,74.4,13,4225.13,4225.13,2702.91,1033.89,488.33,4.72,2012-10-01,374.26,2013-03-01
1283491,7000,7000,7000.0,36,10.65,228.02,B,B2,Miller & Wright Architects,3,RENT,52000.0,Not Verified,2011-12-01,1,other,Debt Consolidation,085xx,NY,18.16,2003-06-01,0,57.0,11,4170,94.8,13,8206.961483,8206.96,7000.0,1206.96,0.0,0.0,2014-12-01,234.06,2016-01-01
1290157,8000,8000,8000.0,36,6.03,243.49,A,A1,TOGETHER WE GROW,6,RENT,57600.0,Source Verified,2011-12-01,1,house,auto payoff,902xx,CA,11.52,1971-07-01,0,84.0,8,8311,12.4,12,8765.098071,8765.1,8000.0,765.1,0.0,0.0,2014-12-01,245.81,2014-12-01
1294454,22500,22500,22475.0,60,16.77,556.41,D,D2,Exact Software North America,4,RENT,48500.0,Verified,2011-12-01,1,credit_card,Debt Consolidation,944xx,CA,10.91,1992-04-01,0,84.0,7,23080,84.5,12,31397.80974,31363.01,22500.0,8897.81,0.0,0.0,2014-12-01,11956.48,2016-01-01
1294110,12000,12000,12000.0,36,17.27,429.45,D,D3,Ultimo Software Solutions Inc,2,RENT,95000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt At One Place,303xx,GA,11.1,2006-03-01,1,84.0,9,15037,88.5,19,14495.19,14495.19,12000.0,2495.19,0.0,0.0,2013-06-01,7203.38,2015-09-01
1294669,22000,22000,22000.0,36,14.65,758.88,C,C3,Navteq,1,RENT,58000.0,Verified,2011-12-01,1,debt_consolidation,Credit Card Consolodation Loan,606xx,IL,12.1,2003-06-01,1,84.0,11,20666,92.3,28,26358.48161,26358.48,22000.0,4358.48,0.0,0.0,2014-02-01,2095.27,2016-01-01
1294487,6200,6200,6200.0,36,10.65,201.96,B,B2,No Title,10,MORTGAGE,24000.0,Not Verified,2011-12-01,1,credit_card,CC Consolidation,996xx,AK,19.95,2001-10-01,1,84.0,10,18210,55.2,11,6771.26,6771.26,6200.0,571.26,0.0,0.0,2012-12-01,4553.13,2012-12-01
1293165,15900,15900,15900.0,36,9.91,512.38,B,B1,Tektonics Design group,9,MORTGAGE,58000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,232xx,VA,21.72,2000-02-01,1,84.0,7,20393,64.5,15,18174.06,18174.06,15900.0,2274.06,0.0,0.0,2014-01-01,5892.77,2016-01-01
1294654,5000,5000,5000.0,36,8.9,158.77,A,A5,No Title,0,MORTGAGE,70000.0,Source Verified,2011-12-01,1,other,car repair and home improvement,925xx,CA,16.17,1983-05-01,0,15.0,9,8901,53.0,32,5651.83,5651.83,5000.0,651.83,0.0,0.0,2014-02-01,1689.2,2014-10-01
1252167,16000,16000,16000.0,36,6.62,491.26,A,A2,Mercury Computer Sys,3,MORTGAGE,104000.0,Not Verified,2011-12-01,1,other,Other,027xx,MA,2.78,1996-06-01,1,84.0,10,1935,3.2,24,17679.88702,17679.89,16000.0,1679.89,0.0,0.0,2014-12-01,523.16,2015-05-01
1294929,5000,5000,5000.0,36,11.71,165.38,B,B3,AEG LIVE,4,RENT,35000.0,Not Verified,2011-12-01,1,car,Car,902xx,CA,4.01,2006-10-01,1,84.0,3,4263,61.8,3,5727.46,5727.46,5000.0,727.46,0.0,0.0,2013-09-01,1905.29,2013-10-01
1280475,3150,3150,3150.0,36,15.27,109.62,C,C4,BG manufacturing,5,RENT,53000.0,Source Verified,2011-12-01,1,vacation,Vacation,194xx,PA,4.37,2006-09-01,3,50.0,6,2124,28.2,10,3945.99,3945.99,3150.0,795.99,0.0,0.0,2014-12-01,109.29,2015-12-01
1294623,12000,12000,12000.0,36,14.27,411.71,C,C2,vogue beauty salon,2,RENT,28000.0,Source Verified,2011-12-01,0,credit_card,Credit cards bills,905xx,CA,8.49,2007-08-01,1,84.0,9,8738,68.5,10,5423.3,5423.3,3441.99,1490.13,491.18,4.87,2012-12-01,411.71,2013-05-01
1294478,28000,28000,28000.0,36,7.9,876.13,A,A4,North Fork Holdings,4,MORTGAGE,118000.0,Verified,2011-12-01,0,home_improvement,Home Improvement,600xx,IL,5.29,1995-07-01,1,84.0,7,11849,24.8,23,9959.66,9959.66,7125.17,1634.43,1200.06,11.94,2012-10-01,876.13,2014-09-01
1294917,5000,5000,5000.0,36,12.42,167.08,B,B4,Sunday Night Life,1,RENT,40000.0,Not Verified,2011-12-01,1,wedding,Wedding planning loan,327xx,FL,22.59,1997-02-01,0,49.0,9,13091,82.3,26,6013.348274,6013.35,5000.0,1013.35,0.0,0.0,2014-12-01,172.05,2014-12-01
1294602,3000,3000,3000.0,36,9.91,96.68,B,B1,No Title,0,MORTGAGE,42000.0,Not Verified,2011-12-01,1,renewable_energy,Seed money for educational foundation,551xx,MN,4.29,2005-04-01,0,84.0,3,5289,33.3,3,3479.273807,3479.27,3000.0,479.27,0.0,0.0,2014-12-01,101.19,2014-12-01
1294599,3000,3000,3000.0,36,7.9,93.88,A,A4,Port of Everett,10,MORTGAGE,65000.0,Not Verified,2011-12-01,0,other,Other,982xx,WA,4.89,1994-08-01,0,84.0,4,3413,85.3,18,2720.04,2720.04,2357.46,362.58,0.0,0.0,2014-05-01,93.88,2016-01-01
966880,8400,8400,8400.0,36,6.62,257.92,A,A2,Hoel Palomar,2,RENT,25000.0,Source Verified,2011-12-01,1,debt_consolidation,Credit Card Payoff,900xx,CA,11.86,2005-02-01,0,84.0,9,8993,36.1,19,9282.431163,9282.43,8400.0,882.43,0.0,0.0,2014-12-01,274.47,2015-10-01
1260896,7000,7000,7000.0,36,10.65,228.02,B,B2,kaiser permanente,10,MORTGAGE,36000.0,Verified,2011-12-01,1,debt_consolidation,debt consolidation,928xx,CA,24.0,1997-06-01,0,51.0,14,6992,72.8,23,8099.279351,8099.28,7000.0,1099.28,0.0,0.0,2014-02-01,2407.88,2015-08-01
1294485,18550,11600,11575.0,60,19.42,303.6,E,E3,kwikmen trucking,2,RENT,45000.0,Verified,2011-12-01,1,debt_consolidation,debt consolidation,604xx,IL,21.68,2002-06-01,2,84.0,9,18972,65.9,19,14562.66,14531.37,8308.2,6254.46,0.0,0.0,2015-12-01,303.6,2016-01-01
1294575,2000,2000,2000.0,36,9.91,64.45,B,B1,Comcast,1,MORTGAGE,231252.0,Source Verified,2011-12-01,1,other,Loan to Fix Carpet,300xx,GA,11.43,1980-03-01,0,84.0,19,46267,93.5,43,2319.607053,2319.61,2000.0,319.61,0.0,0.0,2014-12-01,67.24,2016-01-01
1294574,12000,9600,9600.0,60,14.65,226.63,C,C3,Dune Management,3,RENT,65000.0,Not Verified,2011-12-01,1,debt_consolidation,One main loan ,119xx,NY,14.44,2005-02-01,2,84.0,12,6506,47.8,21,10876.42,10876.42,7083.97,3792.45,0.0,0.0,2015-12-01,226.63,2016-01-01
1266720,8575,8575,8575.0,36,17.58,308.21,D,D4,No Title,0,MORTGAGE,32000.0,Verified,2011-12-01,0,debt_consolidation,major purchase,325xx,FL,22.54,2004-09-01,1,84.0,4,20142,89.9,5,4636.75,4636.75,2808.63,1497.35,330.77,3.35,2013-02-01,308.21,2013-07-01
1294543,28000,18625,18600.0,60,12.42,418.27,B,B4,marist school,8,MORTGAGE,84996.0,Verified,2011-12-01,0,debt_consolidation,DebtConsol,300xx,GA,23.41,1998-12-01,0,84.0,13,47111,44.2,40,14647.04,14627.4,12259.35,2001.31,365.49,4.31,2013-03-01,10000.0,2016-01-01
1287544,10000,10000,10000.0,36,7.9,312.91,A,A4,NW Portland Area Indian Health Board,6,RENT,66000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,972xx,OR,12.42,1996-10-01,1,84.0,8,18244,89.4,24,11232.7824,11232.78,10000.0,1232.78,0.0,0.0,2014-07-01,1854.33,2015-11-01
1294525,25000,25000,25000.0,36,19.42,921.72,E,E3,Heritage Properties Inc.,2,MORTGAGE,92000.0,Verified,2011-12-01,1,credit_card,Credit Card Interest Rates No More!!!,711xx,LA,21.68,1998-07-01,0,84.0,9,24430,84.5,38,32200.35003,32200.35,25000.0,7200.35,0.0,0.0,2014-05-01,3405.45,2014-05-01
1294524,8000,8000,8000.0,36,11.71,264.61,B,B3,Owens Illinois,10,RENT,70000.0,Not Verified,2011-12-01,1,credit_card,Refinance time,906xx,CA,20.21,2005-12-01,0,84.0,9,19607,92.1,22,9522.447926,9522.45,8000.0,1522.45,0.0,0.0,2014-11-01,534.46,2016-01-01
1294520,16000,16000,15975.0,60,18.25,408.48,D,D5,Allied Waste,10,MORTGAGE,49000.0,Verified,2011-12-01,0,credit_card,Credit Card,444xx,OH,18.39,2001-12-01,2,84.0,15,22500,94.5,23,8576.66,8563.39,4035.93,4540.73,0.0,0.0,2013-10-01,30.8,2016-01-01
1292723,25000,25000,24975.0,36,11.71,826.9,B,B3,Miami-Dade County,8,MORTGAGE,76896.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,331xx,FL,13.9,2000-02-01,0,84.0,12,24916,76.0,33,29594.09979,29564.54,25000.0,4594.1,0.0,0.0,2014-06-01,5652.84,2014-10-01
1294433,2000,2000,2000.0,36,9.91,64.45,B,B1,self employed,10,RENT,24000.0,Not Verified,2011-12-01,1,other,personal,606xx,IL,13.5,1999-05-01,0,84.0,6,9583,64.2,10,2319.837717,2319.84,2000.0,319.84,0.0,0.0,2015-01-01,66.17,2015-12-01
1293579,16800,16800,16800.0,36,14.65,579.51,C,C3,Harmony School of Excellence,2,RENT,60000.0,Verified,2011-12-01,1,credit_card,Credit Card Payment,770xx,TX,14.52,2003-03-01,1,84.0,7,22373,96.9,14,20858.3257,20858.33,16800.0,4058.33,0.0,0.0,2015-01-01,590.23,2015-03-01
1294281,8000,8000,8000.0,36,8.9,254.03,A,A5,No Title,3,MORTGAGE,120000.0,Not Verified,2011-12-01,1,credit_card,REFINANCE,919xx,CA,10.52,2000-10-01,0,84.0,10,13268,60.6,15,8300.5,8300.5,8000.0,300.5,0.0,0.0,2012-06-01,4783.91,2015-10-01
1294276,12000,12000,12000.0,60,12.69,271.14,B,B5,Austin Powder Company,9,MORTGAGE,57000.0,Not Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,062xx,CT,19.71,2005-11-01,0,84.0,10,15311,66.3,13,15721.21843,15721.22,12000.0,3721.22,0.0,0.0,2015-04-01,5175.1,2015-05-01
1294396,11000,11000,11000.0,36,7.9,344.2,A,A4,BCI,4,MORTGAGE,80000.0,Not Verified,2011-12-01,0,credit_card,Debt consolidation,856xx,AZ,4.74,1999-12-01,0,84.0,8,7690,77.7,15,3094.2,3094.2,2508.54,585.66,0.0,0.0,2012-09-01,344.2,2016-01-01
1294277,5000,5000,5000.0,36,16.29,176.51,D,D1,Clarks co. North America,6,MORTGAGE,85000.0,Source Verified,2011-12-01,0,medical,Medical ,982xx,WA,22.81,2004-05-01,2,84.0,9,19925,90.0,17,4056.05,4056.05,2907.06,1148.99,0.0,0.0,2013-11-01,176.51,2016-01-01
1292541,18000,18000,18000.0,36,16.29,635.41,D,D1,Inspectorate ,10,OWN,140000.0,Verified,2011-12-01,1,debt_consolidation,debt consolidation,775xx,TX,21.8,2000-01-01,1,84.0,14,34809,90.2,35,22871.12809,22871.13,18000.0,4871.13,0.0,0.0,2014-12-01,644.78,2014-12-01
1294263,10000,10000,10000.0,36,12.69,335.45,B,B5,daja ventures,6,OWN,36000.0,Verified,2011-12-01,0,debt_consolidation,Debt Consolidation,917xx,CA,15.9,2006-12-01,3,84.0,8,6397,65.3,10,9758.77,9758.77,7421.06,1947.62,390.09,3.6617,2014-04-01,335.45,2014-09-01
1289015,5000,5000,5000.0,36,9.91,161.13,B,B1,JPMorgan Chase,1,RENT,70000.0,Source Verified,2011-12-01,1,credit_card,Discover payoff,432xx,OH,13.92,1990-09-01,1,53.0,9,26171,64.3,23,5799.202075,5799.2,5000.0,799.2,0.0,0.0,2014-12-01,166.93,2015-06-01
1294029,10000,10000,10000.0,36,16.29,353.01,D,D1,"Manhattan Center Studios, Inc.",4,RENT,51360.0,Source Verified,2011-12-01,1,credit_card,CC/Car,112xx,NY,16.61,2007-08-01,0,84.0,8,8495,79.1,9,12705.78199,12705.78,10000.0,2705.78,0.0,0.0,2014-12-01,359.01,2014-12-01
1294356,25000,25000,25000.0,36,9.91,805.63,B,B1,F5 Networks Inc,4,RENT,163000.0,Verified,2011-12-01,1,vacation,For My Vacation,950xx,CA,4.4,2007-07-01,0,84.0,5,865,4.6,10,26319.56,26319.56,25000.0,1319.56,0.0,0.0,2012-08-01,11684.88,2012-08-01
1294244,2400,2400,2400.0,36,12.69,80.51,B,B5,Portland Public Schools,4,MORTGAGE,59393.0,Source Verified,2011-12-01,1,medical,Dad's care,972xx,OR,13.7,1997-08-01,1,50.0,12,3265,44.1,18,2852.34,2852.34,2400.0,452.34,0.0,0.0,2014-02-01,845.0,2016-01-01
1260966,3000,3000,3000.0,36,16.29,105.91,D,D1,H. Lee Moffitt Cancer Center,4,MORTGAGE,65000.0,Not Verified,2011-12-01,0,other,Medical Leave - Household Expenses,336xx,FL,15.16,2007-06-01,1,84.0,12,9089,60.2,18,2704.36,2704.36,1830.43,709.12,164.81,1.6481,2014-01-01,105.91,2014-05-01
1294324,7700,7700,7700.0,36,16.77,273.65,D,D2,State of Texas,3,RENT,29772.96,Source Verified,2011-12-01,0,other,line of credit,765xx,TX,18.58,2000-08-01,0,84.0,6,9206,82.9,11,4911.95,4911.95,3153.85,1486.98,271.12,2.74,2013-06-01,273.65,2013-10-01
1294219,2400,2400,2400.0,36,13.49,81.44,C,C1,Target,1,OWN,12996.0,Source Verified,2011-12-01,1,other,Personal,760xx,TX,4.71,2006-09-01,1,84.0,5,2902,96.7,13,2929.343817,2929.34,2400.0,529.34,0.0,0.0,2014-12-01,88.56,2015-01-01
1294226,18500,11925,11900.0,60,19.03,309.54,E,E2,American Distilling Inc.,10,MORTGAGE,68000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation Loan Needed!,064xx,CT,20.89,1985-07-01,0,39.0,12,31962,87.8,35,14823.37,14792.45,8551.94,6271.43,0.0,0.0,2016-01-01,309.54,2016-01-01
1293201,5000,5000,5000.0,36,10.65,162.87,B,B2,Univeristy of Phoenix,1,OWN,44475.0,Not Verified,2011-12-01,1,credit_card,No more debt!!!,920xx,CA,17.11,2002-10-01,0,25.0,9,7464,70.4,14,5481.42,5481.42,5000.0,481.42,0.0,0.0,2013-02-01,367.87,2013-03-01
1293730,14000,14000,14000.0,36,17.58,503.19,D,D4,goodyear,10,MORTGAGE,88000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,777xx,TX,7.73,1995-10-01,0,3.0,13,7115,40.7,24,16302.86,16302.86,14000.0,2302.86,0.0,0.0,2013-01-01,10278.76,2015-07-01
1294204,24500,24500,24475.0,60,20.89,661.3,F,F1,Investigroup,4,RENT,85000.0,Verified,2011-12-01,0,credit_card,Credit refinance,072xx,NJ,9.09,2004-04-01,0,84.0,6,19668,94.4,8,3994.86,3990.8,962.75,1679.05,1353.06,13.25,2012-04-01,661.3,2012-09-01
1290298,2400,2400,2400.0,36,10.65,78.18,B,B2,Easter Seals North GA,3,MORTGAGE,36000.0,Not Verified,2011-12-01,1,major_purchase,Major Purchase,300xx,GA,15.7,1992-03-01,1,84.0,6,12480,82.6,9,2813.768513,2813.77,2400.0,413.77,0.0,0.0,2014-12-01,80.33,2014-12-01
1294209,1800,1800,1800.0,36,12.42,60.15,B,B4,Juniper Networks,7,RENT,117000.0,Not Verified,2011-12-01,1,other,End of year loan,945xx,CA,15.86,2000-02-01,0,26.0,5,11180,60.8,34,1993.78,1993.78,1800.0,193.78,0.0,0.0,2012-12-01,1334.02,2016-01-01
1294315,22200,22200,22200.0,36,19.42,818.49,E,E3,Grace & Growth Family Services,2,RENT,160000.0,Source Verified,2011-12-01,0,debt_consolidation,debt consolidation,912xx,CA,13.33,1996-10-01,1,69.0,12,10070,89.1,25,9174.61,9174.61,4940.21,3242.59,991.81,9.81,2012-10-01,818.49,2013-03-01
1293213,21400,21400,21400.0,60,19.42,560.09,E,E3,Bethesda Memorial Hospital,3,RENT,80000.0,Verified,2011-12-01,1,credit_card,bye bye credit cards,333xx,FL,19.66,2000-08-01,2,84.0,16,21721,66.2,44,28119.77,28119.77,21400.0,6719.77,0.0,0.0,2013-10-01,16372.02,2016-01-01
1294107,13000,13000,13000.0,36,7.9,406.78,A,A4,FedEx Office,10,RENT,28000.0,Not Verified,2011-12-01,0,credit_card,Hello,554xx,MN,16.93,2000-04-01,0,84.0,7,14078,66.1,19,6735.25,6735.25,5072.35,1208.26,454.64,4.78,2013-06-01,61.06,2013-10-01
1249642,8000,8000,8000.0,36,12.69,268.36,B,B5,henkel corporation ,5,RENT,48000.0,Not Verified,2011-12-01,1,car,car,928xx,CA,15.33,1997-07-01,2,9.0,10,4384,38.5,15,9658.235539,9658.24,8000.0,1658.24,0.0,0.0,2014-12-01,277.8,2014-12-01
1222612,3600,3600,3600.0,36,12.69,120.77,B,B5,State of Michigan,10,MORTGAGE,60000.0,Not Verified,2011-12-01,0,medical,Pay Medical Bills,488xx,MI,19.0,2001-08-01,3,84.0,10,1104,13.0,17,3612.83,3612.83,2785.13,711.48,116.22,1.1622,2014-05-01,120.77,2014-10-01
1290219,12375,12375,12375.0,60,23.13,349.79,G,G2,University of Central Florida,5,RENT,40000.0,Not Verified,2011-12-01,0,other,Purchase,327xx,FL,20.88,1996-01-01,0,78.0,27,13768,22.5,31,8530.26,8530.26,2444.99,4602.6,1482.67,23.01070001,2014-01-01,52.05,2014-02-01
1294086,9400,9400,9400.0,36,9.91,302.92,B,B1,Georgia Institute of Technology,2,RENT,45500.0,Verified,2011-12-01,1,debt_consolidation,36 Months to Freedom,303xx,GA,11.84,2004-11-01,0,84.0,7,16982,51.8,7,10879.1579,10879.16,9400.0,1479.16,0.0,0.0,2014-08-01,1495.14,2014-08-01
1282333,9600,9600,9600.0,36,14.27,329.37,C,C2,No Title,6,MORTGAGE,156000.0,Verified,2011-12-01,1,home_improvement,Home Improvement Loan,322xx,FL,15.54,1991-07-01,3,35.0,16,1679,18.9,18,11852.95669,11852.96,9600.0,2252.96,0.0,0.0,2014-12-01,342.43,2015-05-01
1292184,17000,17000,17000.0,36,10.65,553.75,B,B2,Premier Salons,1,RENT,40000.0,Verified,2011-12-01,1,debt_consolidation,Debt Consolidation,194xx,PA,18.63,1999-11-01,0,84.0,8,19782,80.1,12,19932.414,19932.41,17000.0,2932.41,0.0,0.0,2014-12-01,563.9,2014-12-01
1294156,25000,17275,17250.0,60,19.03,448.41,E,E2,Village of Hawthorn Woods,10,MORTGAGE,96000.0,Verified,2011-12-01,1,debt_consolidation,2012 Pay Off,600xx,IL,16.19,1995-11-01,2,84.0,15,21572,58.5,33,21478.1,21447.18,12388.48,9089.62,0.0,0.0,2015-12-01,448.41,2016-01-01
1292853,16950,16950,16950.0,60,16.77,419.16,D,D2,Gaston County Schools,10,MORTGAGE,50000.0,Source Verified,2011-12-01,0,debt_consolidation,Relief 2011,280xx,NC,14.47,1998-11-01,1,56.0,12,32164,78.5,23,19681.28,19681.28,11890.62,7790.66,0.0,0.0,2015-12-01,419.16,2016-01-01
1292392,30000,19275,19250.0,60,19.03,500.33,E,E2,shell Oil,10,MORTGAGE,80000.0,Verified,2011-12-01,1,credit_card,credit card pay off,770xx,TX,26.82,1999-12-01,1,84.0,8,26710,85.1,29,26865.37143,26830.63,19275.0,7590.37,0.0,0.0,2014-06-01,12384.4,2014-07-01
1294043,10800,10800,10800.0,36,14.27,370.54,C,C2,usps,6,MORTGAGE,110000.0,Source Verified,2011-12-01,1,credit_card,Credit Card,891xx,NV,2.67,2001-09-01,0,41.0,10,7045,69.1,21,12320.73,12320.73,10800.0,1520.73,0.0,0.0,2013-02-01,7514.09,2016-01-01
1290624,6000,6000,6000.0,36,7.9,187.75,A,A4,University Health Services,10,RENT,59400.0,Not Verified,2011-12-01,1,credit_card,Credit Card,945xx,CA,19.17,1986-03-01,1,84.0,9,10515,76.2,21,6756.730493,6756.73,6000.0,756.73,0.0,0.0,2014-12-01,378.17,2016-01-01
1287750,35000,35000,35000.0,36,8.9,1111.37,A,A5,Visa Inc,10,MORTGAGE,106000.0,Verified,2011-12-01,1,credit_card,Consolidate Credit Card Debt,801xx,CO,12.09,1992-07-01,0,84.0,10,51441,60.2,28,40007.20117,40007.2,35000.0,5007.2,0.0,0.0,2014-12-01,1120.69,2014-12-01
1293890,10000,10000,10000.0,36,10.65,325.74,B,B2,Cablevision,7,RENT,36000.0,Not Verified,2011-12-01,1,debt_consolidation,debt consolidation,113xx,NY,14.0,2005-06-01,0,84.0,5,12208,78.9,12,10593.37,10593.37,10000.0,593.37,0.0,0.0,2012-09-01,341.9,2013-06-01
1291011,15000,15000,15000.0,60,19.91,396.66,E,E4,TYLin INternational,4,RENT,51000.0,Verified,2011-12-01,1,credit_card,Credit Card Loan,145xx,NY,20.85,2003-10-01,2,84.0,13,8162,92.7,18,21051.41025,21051.41,15000.0,6051.41,0.0,0.0,2014-05-01,9952.99,2016-01-01
1293854,5000,5000,5000.0,36,12.69,167.73,B,B5,European Service at Home,2,RENT,25000.0,Not Verified,2011-12-01,1,other,Other,600xx,IL,20.54,2001-01-01,0,84.0,15,6811,97.3,37,6036.059158,6036.06,5000.0,1036.06,0.0,0.0,2014-12-01,174.61,2014-12-01
1293989,3000,3000,3000.0,60,17.27,75.0,D,D3,Let's Insure,5,RENT,35000.0,Verified,2011-12-01,1,debt_consolidation,Consolidate Debt,951xx,CA,11.42,2005-12-01,1,84.0,11,8580,66.5,15,3593.5,3593.5,2175.99,1417.51,0.0,0.0,2015-12-01,75.0,2016-01-01
1260677,7100,7100,7100.0,36,14.65,244.91,C,C3,90 miles cuban cafe,1,RENT,33000.0,Not Verified,2011-12-01,0,debt_consolidation,Amex,606xx,IL,23.85,2006-06-01,2,84.0,10,5148,41.5,13,3915.2,3915.2,2774.87,1140.33,0.0,0.0,2013-04-01,244.91,2016-01-01
1293812,12000,12000,12000.0,36,16.77,426.47,D,D2,Mercy San Juan Medical Center,10,MORTGAGE,93000.0,Not Verified,2011-12-01,1,credit_card,Card Refinance,956xx,CA,13.46,1999-02-01,2,84.0,12,23691,92.5,21,15345.77443,15345.77,12000.0,3345.77,0.0,0.0,2014-12-01,443.76,2016-01-01
1293952,22400,22400,22400.0,60,22.74,628.13,G,G1,JPMORGAN CHASE,6,RENT,85000.0,Not Verified,2011-12-01,0,credit_card,credit_card Loan,104xx,NY,7.02,1972-12-01,1,14.0,14,13773,58.7,16,26376.52,26376.52,12893.89,13482.63,0.0,0.0,2015-06-01,628.13,2016-01-01
1293780,5825,5825,5825.0,36,10.65,189.74,B,B2,Moss & Company,8,RENT,50000.0,Not Verified,2011-12-01,1,debt_consolidation,Relief,914xx,CA,13.25,1998-12-01,3,84.0,9,16641,89.0,16,6829.179203,6829.18,5825.0,1004.18,0.0,0.0,2015-01-01,195.78,2015-01-01
1293770,22250,22250,22250.0,36,12.69,746.38,B,B5,garden of eden,2,RENT,41000.0,Verified,2011-12-01,0,debt_consolidation,consolidation loan,112xx,NY,15.63,2004-12-01,0,84.0,8,15791,61.9,10,19580.94,19580.94,14038.0,4421.84,1121.1,11.211,2014-04-01,837.88,2016-01-01
1293775,18000,18000,18000.0,60,16.77,445.13,D,D2,Smashbox Cosmetics,2,RENT,50000.0,Verified,2011-12-01,1,debt_consolidation,PAY OFF MY CARDS!!,900xx,CA,21.22,2003-06-01,1,84.0,9,19489,77.6,15,21337.38,21337.38,13099.11,8238.27,0.0,0.0,2015-12-01,445.13,2016-01-01
1270140,6000,6000,6000.0,36,12.42,200.5,B,B4,university,4,RENT,30000.0,Source Verified,2011-12-01,1,credit_card,credit card refinance,537xx,WI,7.2,2006-01-01,0,38.0,4,5802,72.5,7,6690.69,6690.69,6000.0,690.69,0.0,0.0,2013-01-01,4288.4,2013-02-01
